file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
Study with me + The Magic of Categorisation - Cambridge University medical student VLOG #38 (nn7TPSNOef0).md,nn7TPSNOef0,Study with me + The Magic of Categorisation - Cambridge University medical student VLOG #38,2018-06-12,2018,511,8:31,193169,5447,People & Blogs,vlog,"study-learning, medicine","cambridge, student, study, medical, university, vlog, med, categorisation, school, exam, some, magic","该视频属于vlog内容。This video happens the day before our final medical school OSCE exams. We do some more group study, and I talk about some tips surrounding categorisation and mnemonics. Enjoy xx"
Studying Medicine in Eastern Europe - A comprehensive guide (HoqjLxRBIMQ).md,HoqjLxRBIMQ,Studying Medicine in Eastern Europe - A comprehensive guide,2018-08-20,2018,1912,31:52,119507,2830,People & Blogs,tutorial,general,"medicine, europe, study, like, studying, it's, comprehensive, all, about, year, eastern, medical","该视频属于tutorial内容。Today we're hearing all about how to apply to study Medicine in European countries like Czech Republic, Bulgaria, Romania and others. Featuring Abdullah, part of the team of MedConnect Europe (more links for them below). Enjoy xx"
"Studying, Cooking and Netflix _ Day in the Life During Lockdown (qSWAFAmzJTE).md",qSWAFAmzJTE,"Studying, Cooking and Netflix | Day in the Life During Lockdown",2020-05-26,2020,344,5:44,280428,9354,Education,vlog,tools-tech,"study, studying, during, cooking, lockdown, netflix, long, all, can, personal, i'll, first",该视频属于vlog内容。The Notion personal plan is now free!
Success Is Hard Until You Build Systems Like This (MBPHU7aaklM).md,MBPHU7aaklM,Success Is Hard Until You Build Systems Like This,2026-02-19,2026,1556,25:56,900536,29824,Education,talk,career-life,"success, systems, like, build, achieve, goals, you're, hard, until, people, all, about","该视频属于talk内容。This video does not represent financial advice, and I am not a financial advisor. When investing, your capital is at risk and you may get back less than invested. Past performance doesn’t guarantee future results. Free shares can be fractional."
Sunset over Phnom Penh (Cambodia) - Cambridge Medical Elective #06 (nx8wnXdEYG8).md,nx8wnXdEYG8,Sunset over Phnom Penh (Cambodia) - Cambridge Medical Elective #06,2017-08-08,2017,184,3:04,3863,137,Howto & Style,talk,"medicine, study-learning","medical, it's, cambridge, elective, like, cambodia, sunset, yeah, student, phnom, penh, over","该视频属于talk内容。Our final day in Phnom Penh, ending the medical leg of our elective. We talk about what working here for 6 weeks was like and then watch a gorgeous sunset."
THE BEST EARPHONES - Apple AirPods Review (YUBm9fS54SU).md,YUBm9fS54SU,THE BEST EARPHONES - Apple AirPods Review,2019-02-07,2019,714,11:54,66988,2076,Education,review,general,"airpods, apple, review, earphones, headphones, then, not, air, pods, one, you're, sound","该视频属于review内容。In this video, I talk through why the Apple AirPods are not only my favourite pair of earphones, but why they're one of the pieces of tech that's added the most value to my life. Enjoy xx"
Tailored suits in Hoi An (Vietnam) - Cambridge Medical Elective #11 (wiuEDpZGAw8).md,wiuEDpZGAw8,Tailored suits in Hoi An (Vietnam) - Cambridge Medical Elective #11,2017-08-19,2017,256,4:16,5141,136,Howto & Style,music,medicine,"cambridge, medical, medicine, student, vlog, tailored, hoi, elective, we're, going, suits, pretty",该视频属于music内容。Hoi An was probably our favourite location in the whole elective. Such a beautiful little town with a lot of character and charm.
Temples of Siem Reap (Cambodia) - Cambridge Medical Elective #09 (OQs0fYHPzho).md,OQs0fYHPzho,Temples of Siem Reap (Cambodia) - Cambridge Medical Elective #09,2017-08-16,2017,244,4:04,3273,110,Howto & Style,music,"medicine, study-learning","medical, temples, cambridge, temple, cambodia, elective, siem, reap, student, angkor, quite, one",该视频属于music内容。Exploring a few of the very many temples of Siem Reap on our last day in Cambodia. Next stop - Vietnam.
The 4 Hobbies that Improved my Life (o4qiwWFdZ_U).md,o4qiwWFdZ_U,The 4 Hobbies that Improved my Life,2021-04-22,2021,1226,20:26,378056,13825,Education,talk,tools-tech,"hobbies, like, lessons, really, stuff, can, make, i've, learned, all, changed, improved","该视频属于talk内容。Throughout my life I've had a few interests here and there but today I'll be talking about the four hobbies that most stuck with me and changed my life, along with the lessons I've learned from them."
The 5 Key Components for Financial Freedom (RlzV8EnEwc0).md,RlzV8EnEwc0,The 5 Key Components for Financial Freedom,2025-01-24,2025,1281,21:21,313029,9057,Education,talk,"money-finance, study-learning","knowledge, specific, like, key, financial, freedom, about, components, one, books, book, build","该视频属于talk内容。Hey friends, ‘The Almanack of Naval Ravikant’ is one of the best books I’ve ever read about financial freedom. So I thought I’d make a video to summarise my key takeaways. Enjoy! xx"
The 5 Key Principles of Productivity (gtRqbbiWU30).md,gtRqbbiWU30,The 5 Key Principles of Productivity,2020-10-21,2020,636,10:36,348715,13808,Education,talk,general,"productivity, things, getting, done, david, about, skillshare, key, principles, allen, productive, first","该视频属于talk内容。Hey friends, in this video I'll be featuring a clip from my newly launched Skillshare class on productivity, namely the Getting Things Done methodology, based on David Allen's best-selling book. Click the link above to get a free trial of Skillshare and watch the class."
The 5 Magical Apps That Changed My Life (lhpY1frNqdA).md,lhpY1frNqdA,The 5 Magical Apps That Changed My Life,2020-09-18,2020,676,11:16,2005129,57159,Education,review,"tools-tech, productivity","apps, notion, can, magical, productivity, all, changed, like, podcasts, app, stuff, reading","该视频属于review内容。Hey friends, in this video I'll be going over a neat framework for taking notes from podcasts, articles and books and integrating them into my second brain, Notion."
The AI Skill Gap Is About To Get Brutal (qLMYOhaKcZs).md,qLMYOhaKcZs,The AI Skill Gap Is About To Get Brutal,2026-04-18,2026,4006,1:06:46,109013,3384,Education,talk,"study-learning, ai","get, about, code, claude, you're, gap, build, like, know, help, skill, brutal","该视频属于talk内容。Hey friends, there's a tool called Claude Code that has genuinely changed how I work, and this video is the one I'm sending to my friends and family who haven't tried it yet. I'll walk you through the AI flywheel: where you get AI to interview you about your work, figure out what to build, and then learn how it all works in the process of building it. No coding experience needed, just curiosity and a willingness to push through a little friction. Hope you enjoy xx"
The Bat Caves of Battambang (Cambodia) - Cambridge Medical Elective #08 (nTookJPZiTU).md,nTookJPZiTU,The Bat Caves of Battambang (Cambodia) - Cambridge Medical Elective #08,2017-08-12,2017,311,5:11,3897,115,Howto & Style,music,"medicine, study-learning","medical, cambridge, elective, house, battambang, cambodia, student, caves, train, bat, medicine, electives","该视频属于music内容。A day exploring Battambang with our wonderful guide. We visit a traditional house with a chilling history, take a ride on the bamboo train, climb lots of stairs to see temples with great views, play with some monkeys and settle down to watch the bats fly out of their caves at sunset."
The Best Book I've Ever Read about Making Money (Gx2vyi4JcV0).md,Gx2vyi4JcV0,The Best Book I've Ever Read about Making Money,2021-10-08,2021,1139,18:59,2203095,73987,Education,talk,"money-finance, study-learning","book, millionaire, get, rich, lane, about, read, money, like, fastlane, it's, slow",该视频属于talk内容。This video is an overview of one of the best books I've read that tackles creating a profitable business and getting out of the rat race—The Millionaire Fastlane by MJ DeMarco.
The Best Book I've Ever Read about Morality (Zi5gD9Mh29A).md,Zi5gD9Mh29A,The Best Book I've Ever Read about Morality,2022-08-16,2022,731,12:11,208663,8234,Education,talk,"study-learning, tools-tech","future, about, book, people, ever, big, species, i've, read, human, can, really",该视频属于talk内容。This is the single most impactful book I've ever read - What We Owe The Future by Will MacAskill. It's core argument focuses on why we should care about people in the future and take their interests seriously. Enjoy x
The Best Headphones To Buy in 2026 🎧 (sBba4MGPc2U).md,sBba4MGPc2U,The Best Headphones To Buy in 2026 🎧,2022-03-16,2022,865,14:25,1763516,35145,Education,talk,general,"headphones, noise, cancelling, going, terms, buy, wireless, about, sony, budget, one, we're","该视频属于talk内容。I’ve had this nagging feeling that I’m due an upgrade on my trusty Bose 700 noise-cancelling headphones, which I’ve had for a while. So I bought the 5 best ANC headphones on the market (and one cheap one), and put them head-to-head in this review."
The Best Productivity Apps for Students (94emc6eqllE).md,94emc6eqllE,The Best Productivity Apps for Students,2019-05-18,2019,847,14:07,691135,17242,Education,review,"study-learning, tools-tech, youtube-creator","apps, productivity, students, productive, keep, like, one, can, quizlet, notion, school, i'm","该视频属于review内容。In this video, I'm joined by Francesco from the YouTube channel Keep Productive. We discuss 6 categories of apps that we used (and still use) for productivity and studying. Enjoy xx"
The Best Productivity Hacks of All Time (4aYVLpY5FYU).md,4aYVLpY5FYU,The Best Productivity Hacks of All Time,2021-09-08,2021,880,14:40,714557,27139,Education,talk,study-learning,"productivity, techniques, work, all, tier, list, study, pomodoro, really, then, technique, ranking",该视频属于talk内容。In this video I'll be ranking all the productivity techniques using the standard tier list system.
The Best iPad - iPad Pro vs iPad Air vs iPad 8th Generation (Wg3VWhu_M6Q).md,Wg3VWhu_M6Q,The Best iPad - iPad Pro vs iPad Air vs iPad 8th Generation,2021-06-21,2021,988,16:28,1065252,19870,Education,review,general,"ipad, pro, budget, air, going, performance, generation, you're, mini, we're, really, chip",该视频属于review内容。In this video I'll be going over all the iPad models out there in 2021 and which would be the best to buy right now.
The Best iPad Screen Protector - Paperlike V2 (-hzWbMy0CBg).md,-hzWbMy0CBg,The Best iPad Screen Protector - Paperlike V2,2019-08-23,2019,173,2:53,213927,2984,Education,review,general,"like, ipad, screen, paperlike, protector, paper, pro, now, kickstarter, get, because, i've","该视频属于review内容。If you’d like to talk, I’d love to hear from you. Tweeting @aliabdaal directly will be the quickest way to get a response, but if your question is very long, feel free to email me at hi@aliabdaal.com. I try my best to reply to things but there sadly aren't enough hours in the day to respond to everyone 😭"
